Exposure,Area,VehPower,VehAge,DrivAge,BonusMalus,VehBrand,VehGas,Density,Region,ClaimIndicator
0.5,F,7,6,32,60,B5,Regular,10156,R11,0
0.08,C,7,2,37,50,B1,Regular,335,R23,0
0.25,C,7,5,36,50,B2,Regular,363,R82,0
0.5,A,4,13,31,57,B1,Regular,34,R72,0
0.32,C,4,1,57,50,B1,Diesel,256,R82,0
0.3,A,7,16,53,90,B1,Regular,40,R24,0
0.62,D,6,3,60,50,B12,Diesel,1867,R11,0
0.8,D,6,1,36,57,B12,Regular,1451,R31,0
1.0,F,5,3,33,67,B1,Diesel,27000,R11,0
0.65,A,5,1,74,50,B2,Regular,21,R24,0
0.19,C,9,11,24,80,B1,Regular,146,R82,0
0.07,C,6,1,28,80,B12,Regular,277,R41,0
0.08,E,7,4,39,50,B10,Regular,3744,R93,0
0.08,C,5,9,50,50,B3,Diesel,327,R91,0
0.38,E,6,1,50,50,B12,Regular,7634,R11,0
0.2,D,11,10,47,50,B1,Diesel,1054,R24,0
0.83,B,6,16,64,50,B1,Diesel,91,R24,0
0.2,E,11,6,28,75,B1,Diesel,3744,R93,0
0.86,C,7,14,55,50,B11,Diesel,186,R24,0
0.09,A,4,17,76,50,B1,Regular,22,R24,1
1.0,A,6,12,76,50,B1,Diesel,41,R26,0
0.1,D,9,0,54,50,B10,Diesel,905,R82,0
1.0,D,5,7,47,50,B5,Diesel,1291,R82,0
0.06,A,5,7,56,50,B2,Diesel,49,R43,0
0.67,B,10,1,57,50,B4,Diesel,86,R24,0
0.28,E,8,1,31,72,B3,Diesel,4762,R93,0
0.18,B,8,13,25,90,B1,Diesel,79,R24,0
0.07,E,4,23,32,85,B6,Regular,8549,R82,0
0.1,B,7,4,22,100,B12,Diesel,51,R72,0
0.29,E,5,16,47,50,B1,Regular,3744,R93,0
1.0,D,5,1,67,50,B5,Diesel,1287,R42,1
0.28,E,5,4,21,100,B4,Diesel,5628,R11,0
1.0,D,7,3,37,50,B6,Regular,1326,R93,0
0.58,B,5,2,42,100,B3,Regular,66,R93,0
0.07,B,5,11,40,50,B4,Diesel,66,R11,0
0.1,E,6,11,24,95,B1,Diesel,4116,R24,0
0.34,D,7,0,43,50,B2,Diesel,1192,R53,0
1.0,E,5,10,62,50,B1,Regular,4128,R52,0
1.0,D,7,15,52,50,B2,Regular,1943,R24,0
0.13,A,4,2,56,50,B12,Diesel,5,R73,0
1.0,A,6,5,71,50,B2,Regular,22,R24,0
0.2,E,7,4,52,50,B12,Regular,5936,R11,0
0.16,E,6,0,38,100,B12,Regular,9817,R11,0
1.0,C,4,16,70,50,B2,Regular,272,R82,0
1.0,E,5,2,52,50,B5,Diesel,3386,R53,0
0.08,A,6,0,38,72,B1,Diesel,23,R52,0
0.48,C,8,8,48,50,B6,Diesel,136,R82,0
0.32,A,5,13,29,51,B1,Regular,39,R25,0
1.0,B,4,15,90,50,B2,Diesel,51,R24,0
0.47,A,4,10,23,88,B4,Diesel,21,R25,0
0.2,F,11,8,40,73,B12,Regular,27000,R11,0
0.81,C,7,15,24,80,B2,Diesel,295,R24,0
0.47,C,5,13,56,50,B5,Diesel,175,R31,0
0.14,E,4,1,50,50,B12,Regular,2308,R31,0
1.0,F,4,4,49,62,B1,Regular,22669,R11,1
0.28,B,4,2,53,52,B12,Diesel,65,R72,0
0.5,C,5,2,34,90,B2,Regular,269,R91,0
0.36,C,4,3,47,50,B12,Regular,270,R82,0
0.64,E,15,1,59,50,B12,Diesel,2503,R11,0
0.18,C,10,14,20,100,B4,Regular,232,R82,0
1.0,D,6,1,37,50,B12,Regular,634,R53,0
0.74,C,7,3,41,50,B12,Diesel,420,R22,0
1.0,E,7,4,34,62,B3,Diesel,3386,R53,0
0.2,C,6,6,27,90,B12,Diesel,139,R52,0
0.71,C,7,16,33,90,B3,Regular,399,R24,0
0.77,A,7,8,54,57,B6,Regular,25,R91,0
0.73,C,6,3,51,50,B12,Diesel,113,R91,0
0.22,C,6,9,27,80,B2,Diesel,227,R54,0
1.0,E,6,16,57,50,B1,Regular,3258,R11,0
1.0,C,6,12,54,50,B2,Regular,359,R53,0
0.23,A,8,9,55,50,B2,Regular,7,R24,0
0.51,C,4,11,26,60,B1,Regular,170,R24,0
0.26,B,7,11,47,72,B2,Regular,91,R24,0
0.12,A,8,0,68,50,B12,Diesel,46,R52,0
1.0,C,7,11,68,50,B1,Regular,213,R74,0
0.07,D,5,4,23,85,B12,Regular,1787,R11,0
0.04,D,7,9,28,95,B1,Regular,634,R53,1
1.0,A,12,2,70,50,B10,Diesel,11,R24,0
0.46,F,10,3,36,50,B12,Regular,10477,R11,0
0.28,D,7,12,51,51,B1,Regular,1329,R11,0
0.5,C,6,6,37,50,B2,Diesel,369,R73,0
0.31,D,5,1,60,50,B3,Diesel,1535,R72,0
0.57,A,6,14,60,50,B1,Diesel,37,R24,0
1.0,D,6,10,61,53,B1,Diesel,1313,R24,0
1.0,C,8,3,51,50,B1,Diesel,224,R23,0
0.33,E,7,2,56,50,B2,Diesel,3317,R93,0
0.08,C,6,8,62,50,B2,Diesel,226,R24,0
0.66,D,10,0,72,73,B12,Diesel,611,R93,0
0.95,D,7,9,70,50,B1,Regular,813,R82,0
0.46,E,5,1,26,81,B3,Diesel,3374,R42,0
1.0,E,14,17,62,50,B12,Regular,3744,R93,0
1.0,A,6,10,28,50,B3,Diesel,25,R24,0
1.0,D,4,6,41,50,B2,Regular,607,R82,0
0.42,E,4,4,31,68,B13,Regular,3541,R52,0
0.74,C,4,4,40,50,B12,Diesel,271,R93,0
0.08,A,6,5,30,64,B2,Diesel,30,R91,0
0.36,C,5,10,30,90,B12,Regular,121,R93,0
0.62,E,4,16,29,60,B6,Regular,3301,R73,0
0.09,D,4,3,33,112,B12,Diesel,1001,R11,0
0.09,B,7,13,52,50,B1,Regular,96,R82,0
0.005479452,B,6,6,38,50,B12,Regular,82,R52,0
0.9,F,5,0,58,50,B2,Diesel,27000,R11,1
0.1,C,4,2,27,95,B12,Regular,104,R91,0
0.13,C,5,14,26,90,B2,Regular,405,R24,1
0.08,C,11,3,32,50,B1,Regular,165,R23,0
0.11,B,7,14,37,85,B2,Diesel,54,R52,0
0.5,D,7,6,37,61,B11,Diesel,756,R26,0
0.08,E,7,19,56,85,B2,Regular,5460,R11,0
0.96,C,6,4,57,50,B12,Regular,462,R91,0
0.12,D,7,6,61,71,B1,Diesel,745,R82,0
0.19,E,7,11,47,50,B2,Diesel,4059,R23,0
0.53,E,7,2,50,50,B12,Regular,5628,R11,0
0.17,C,6,2,26,76,B1,Diesel,405,R24,0
0.53,E,4,2,40,85,B4,Regular,3317,R93,0
0.31,A,7,5,35,95,B3,Diesel,19,R82,0
0.03,A,5,0,49,50,B12,Regular,46,R23,1
1.0,C,5,20,43,50,B2,Regular,405,R24,0
0.21,C,7,9,25,76,B1,Diesel,123,R82,0
1.0,C,5,9,64,50,B5,Diesel,359,R53,0
0.02,D,6,10,31,68,B1,Diesel,1064,R24,0
0.1,C,9,15,64,50,B10,Regular,405,R24,0
0.16,C,8,1,33,53,B12,Diesel,455,R91,0
1.0,C,7,10,28,72,B1,Diesel,368,R82,0
1.0,D,4,14,72,50,B1,Regular,1426,R82,0
0.06,E,6,5,51,118,B12,Diesel,3688,R82,0
0.08,E,5,9,62,85,B1,Regular,2105,R82,0
0.03,D,9,4,54,106,B12,Regular,1022,R41,0
0.36,E,8,20,38,69,B5,Regular,8455,R82,0
0.46,D,7,13,52,50,B6,Regular,1165,R53,0
0.98,B,5,5,51,58,B1,Regular,59,R31,0
1.0,E,9,2,52,50,B11,Regular,3075,R72,0
0.07,C,4,5,55,50,B1,Regular,186,R93,0
0.04,B,6,13,26,90,B3,Regular,57,R24,0
0.2,E,4,4,58,50,B12,Regular,4998,R11,0
0.15,D,6,1,46,50,B2,Diesel,595,R93,0
0.24,C,5,12,36,72,B3,Diesel,138,R54,0
0.5,D,11,4,59,50,B12,Regular,1220,R73,0
0.95,A,6,5,55,50,B2,Diesel,17,R24,0
0.96,A,5,17,27,76,B3,Regular,31,R24,0
1.0,E,4,13,46,50,B3,Regular,3744,R93,0
0.18,A,6,6,24,76,B5,Regular,19,R24,0
0.2,C,7,9,49,54,B1,Diesel,461,R53,0
0.13,D,11,2,37,80,B12,Diesel,1289,R11,0
0.42,C,9,12,30,60,B6,Regular,291,R82,0
0.65,A,7,0,62,85,B12,Diesel,16,R82,0
1.0,C,6,7,53,50,B1,Diesel,405,R24,1
0.61,D,7,14,56,50,B3,Regular,1408,R52,0
0.08,C,4,16,49,50,B1,Regular,384,R73,0
0.24,A,7,9,36,60,B2,Regular,37,R52,0
0.36,D,10,2,65,50,B12,Regular,942,R82,0
0.5,F,6,12,48,50,B1,Regular,16052,R11,0
0.08,E,7,7,45,85,B1,Regular,3744,R93,0
1.0,C,6,6,60,50,B2,Regular,252,R24,0
0.98,C,9,10,29,68,B1,Regular,399,R24,0
0.61,C,10,1,57,50,B12,Regular,177,R91,0
0.26,D,7,7,54,50,B2,Regular,1408,R52,0
0.24,C,5,16,20,100,B2,Diesel,405,R24,1
1.0,C,6,17,35,50,B2,Diesel,191,R53,0
0.7,C,5,2,43,50,B5,Regular,144,R72,1
0.87,D,6,6,54,50,B12,Diesel,565,R82,0
0.53,A,6,3,27,72,B3,Diesel,32,R22,0
0.23,E,6,0,60,50,B12,Diesel,4348,R72,1
0.04,D,13,3,57,50,B10,Regular,1323,R82,0
0.42,D,8,0,60,50,B4,Regular,1600,R24,0
0.22,D,5,1,63,50,B12,Regular,1247,R73,0
0.4,A,6,6,61,50,B2,Diesel,8,R24,0
0.02,C,8,16,39,80,B6,Diesel,298,R24,0
1.0,C,5,9,23,100,B1,Regular,167,R52,0
1.0,B,10,2,40,62,B11,Diesel,57,R82,0
1.0,D,7,8,49,50,B2,Diesel,747,R53,0
0.32,A,6,12,46,50,B1,Diesel,36,R53,1
0.64,A,7,11,61,50,B1,Diesel,26,R91,0
0.38,C,7,3,33,50,B11,Diesel,105,R24,0
0.08,D,9,6,31,50,B11,Regular,1398,R24,0
0.2,F,10,2,30,80,B12,Regular,17140,R11,0
0.52,E,4,0,38,50,B12,Regular,5763,R11,1
1.0,E,5,2,79,50,B1,Regular,4116,R24,0
1.0,C,6,12,44,50,B6,Diesel,133,R53,0
0.08,E,4,15,27,95,B1,Diesel,2681,R23,0
0.03,E,5,0,48,52,B12,Regular,3021,R53,1
0.38,D,6,10,24,100,B1,Diesel,1753,R82,0
0.07,E,8,0,42,50,B12,Regular,3946,R82,0
0.39,D,12,1,42,50,B12,Diesel,1516,R72,0
0.0027397260273972,D,7,6,40,54,B1,Regular,1110,R82,0
0.6,C,7,3,42,50,B12,Diesel,142,R52,0
0.93,A,5,0,58,50,B2,Regular,15,R24,0
1.0,A,6,7,61,50,B1,Diesel,43,R24,1
0.46,D,4,2,64,67,B12,Diesel,1541,R91,0
1.0,D,5,7,47,50,B1,Regular,821,R24,1
0.22,A,6,5,51,50,B2,Diesel,44,R24,0
1.0,C,5,11,34,68,B2,Regular,119,R24,0
0.01,C,4,8,55,50,B1,Regular,216,R93,0
1.0,D,7,3,37,50,B3,Regular,522,R52,0
0.19,D,8,19,42,50,B1,Diesel,1005,R93,0
0.17,B,10,9,39,74,B10,Diesel,52,R72,0
0.12,F,9,22,45,50,B2,Regular,27000,R11,0
0.92,C,4,5,83,50,B1,Regular,467,R82,0
1.0,F,7,3,58,50,B2,Regular,27000,R11,0
0.01,E,11,20,47,50,B13,Regular,6157,R31,0
0.08,C,6,2,70,64,B1,Diesel,252,R91,0
0.07,E,5,3,29,60,B2,Diesel,3973,R23,0
0.49,E,7,0,36,60,B12,Regular,3317,R93,0
0.15,C,6,10,36,50,B6,Diesel,300,R72,0
0.11,C,6,3,48,50,B1,Diesel,154,R91,0
0.01,D,12,0,47,50,B12,Regular,666,R93,0
1.0,E,4,7,52,50,B1,Regular,3317,R93,0
0.28,C,11,1,45,50,B12,Diesel,303,R11,0
0.38,D,4,22,45,50,B1,Regular,851,R52,0
1.0,D,4,2,51,50,B6,Regular,520,R72,0
1.0,E,4,12,33,72,B2,Regular,3657,R82,0
1.0,E,6,14,27,80,B2,Regular,6902,R41,0
0.07,C,7,0,38,50,B12,Diesel,200,R21,0
0.62,A,4,16,56,50,B1,Regular,49,R24,0
0.14,A,7,13,22,106,B2,Diesel,37,R24,0
0.91,D,5,3,40,54,B2,Diesel,1352,R23,0
0.22,A,4,8,25,76,B4,Diesel,45,R24,0
0.07,E,6,1,54,50,B3,Diesel,3317,R93,0
0.64,F,10,1,48,50,B12,Regular,27000,R11,0
0.41,C,7,10,23,90,B11,Regular,155,R24,0
1.0,C,11,11,64,50,B2,Regular,155,R24,0
0.06,B,7,0,34,50,B12,Diesel,77,R91,0
0.01,D,7,1,31,106,B12,Regular,1753,R82,0
0.44,D,8,0,39,50,B6,Diesel,721,R93,0
0.08,C,6,4,30,90,B2,Regular,269,R91,0
1.0,B,7,12,31,54,B2,Regular,94,R54,0
0.41,E,7,24,76,50,B1,Regular,3368,R24,0
0.72,C,11,5,46,83,B11,Diesel,307,R24,0
1.0,B,6,2,48,52,B4,Diesel,91,R41,0
1.0,C,5,3,51,65,B2,Diesel,101,R24,1
0.51,A,6,3,24,50,B1,Diesel,29,R24,0
0.45,D,6,1,78,50,B12,Regular,720,R73,0
0.06,E,11,15,55,52,B1,Regular,3859,R11,0
0.89,B,10,1,49,50,B12,Regular,55,R11,0
0.03,E,6,12,53,64,B12,Regular,4646,R82,0
1.0,E,6,5,79,50,B13,Regular,4762,R93,0
0.08,C,4,10,29,76,B2,Regular,483,R91,0
0.44,F,10,1,57,50,B12,Regular,27000,R11,0
0.37,C,11,1,53,50,B12,Diesel,355,R82,0
1.0,A,7,2,28,76,B2,Diesel,15,R24,0
0.44,D,8,0,60,50,B12,Diesel,1157,R11,0
0.17,E,7,19,28,90,B2,Diesel,4762,R93,0
1.0,E,6,10,36,68,B1,Diesel,4128,R52,0
1.0,D,6,5,52,50,B1,Diesel,634,R53,0
0.12,C,5,12,40,50,B6,Regular,213,R24,0
0.53,D,6,0,72,50,B12,Diesel,1271,R91,0
0.28,A,8,3,46,50,B2,Diesel,38,R93,0
0.63,D,5,15,44,58,B3,Regular,754,R24,0
0.22,A,8,1,35,54,B12,Diesel,13,R72,0
1.0,A,9,17,43,50,B3,Regular,49,R24,0
0.8,E,7,13,32,90,B3,Regular,4456,R72,1
0.03,A,7,19,54,50,B2,Regular,41,R24,0
0.07,D,7,0,55,50,B12,Regular,1119,R82,0
0.04,D,6,2,27,50,B2,Diesel,949,R24,0
0.35,C,4,14,68,85,B1,Regular,295,R24,1
0.08,C,11,4,32,54,B3,Regular,170,R91,0
0.2,D,10,10,24,80,B11,Regular,1054,R24,0
1.0,A,5,4,93,50,B2,Regular,18,R24,0
0.54,D,7,1,70,50,B12,Diesel,750,R73,0
0.05,E,5,2,60,50,B12,Regular,2446,R93,0
1.0,C,6,12,44,58,B1,Diesel,170,R24,0
1.0,E,5,6,54,55,B3,Regular,3021,R53,0
0.06,E,4,10,41,68,B4,Diesel,3657,R82,0
0.42,C,9,12,47,50,B2,Regular,138,R82,0
0.43,E,5,8,26,80,B2,Diesel,5877,R11,0
0.08,C,7,10,47,50,B6,Regular,214,R91,0
0.47,A,6,11,47,50,B1,Diesel,20,R24,0
0.54,E,4,2,71,50,B12,Regular,4128,R52,0
0.13,C,7,5,42,50,B6,Regular,160,R93,0
0.05,C,10,16,50,50,B2,Diesel,295,R52,0
1.0,E,4,11,40,57,B2,Regular,3661,R11,0
0.17,C,10,16,27,100,B5,Diesel,229,R53,0
0.3,E,4,2,26,112,B12,Diesel,2983,R31,0
1.0,A,9,12,60,50,B10,Diesel,28,R54,0
0.13,E,6,12,39,54,B1,Diesel,3946,R82,1
0.28,C,4,1,34,57,B12,Diesel,407,R41,0
1.0,C,6,7,25,106,B2,Diesel,101,R24,0
0.24,A,5,15,46,50,B1,Regular,46,R82,0
0.73,C,6,9,29,51,B2,Regular,145,R82,0
1.0,A,10,10,52,50,B12,Diesel,3,R24,0
0.69,D,9,13,34,51,B3,Regular,1408,R52,0
0.8,E,14,12,19,95,B3,Regular,2960,R43,0
1.0,A,4,13,72,50,B2,Regular,48,R24,1
0.49,E,6,10,51,68,B1,Diesel,5460,R11,0
1.0,A,6,13,64,50,B2,Regular,25,R24,0
0.72,D,10,11,42,50,B3,Diesel,581,R82,0
0.56,D,4,13,19,95,B2,Regular,1313,R24,0
1.01,B,6,0,24,72,B3,Diesel,93,R91,0
0.08,C,4,0,36,100,B12,Regular,491,R25,0
0.08,E,5,14,46,76,B2,Regular,3317,R93,0
1.0,C,7,9,41,50,B2,Regular,395,R52,0
0.67,E,5,3,68,50,B2,Regular,3744,R93,0
1.0,D,4,3,57,50,B2,Diesel,678,R54,0
0.17,C,8,13,63,50,B6,Diesel,112,R53,0
0.08,D,6,5,38,57,B4,Diesel,824,R91,0
0.36,B,6,8,29,54,B2,Diesel,60,R24,0
0.77,C,4,3,53,50,B3,Diesel,473,R53,0
0.09,D,8,2,29,95,B2,Diesel,741,R24,0
0.25,D,4,3,29,90,B2,Diesel,1497,R31,0
0.71,C,8,9,33,59,B6,Diesel,220,R24,0
0.07,C,5,5,37,50,B1,Diesel,349,R52,0
0.17,C,7,3,68,50,B2,Diesel,388,R93,0
1.0,B,5,11,43,52,B5,Diesel,97,R52,0
1.1,C,4,1,55,50,B2,Regular,472,R91,0
0.1,D,6,9,36,60,B6,Diesel,903,R52,0
1.0,C,6,2,72,50,B5,Regular,478,R41,0
0.2,C,6,3,40,72,B12,Diesel,265,R31,0
1.0,B,9,10,44,50,B1,Regular,57,R24,0
0.12,D,7,2,46,76,B1,Diesel,1313,R24,0
1.0,C,7,4,72,50,B12,Regular,473,R53,0
0.43,D,6,2,22,90,B12,Diesel,563,R52,1
0.49,C,5,6,52,50,B5,Diesel,376,R93,0
1.0,C,4,12,48,50,B1,Regular,186,R24,0
0.48,E,5,3,50,50,B1,Regular,4253,R72,0
0.09,E,5,0,50,50,B12,Regular,5936,R11,0
0.02,D,6,1,33,50,B1,Diesel,1101,R93,0
0.3,B,5,1,22,95,B6,Diesel,51,R24,0
0.43,F,7,1,47,50,B12,Regular,27000,R11,0
0.12,F,8,0,36,68,B12,Regular,27000,R11,0
1.0,C,6,6,73,50,B2,Diesel,135,R31,0
1.0,B,11,10,56,50,B2,Regular,58,R24,0
0.21,C,4,4,24,76,B12,Regular,315,R26,0
1.0,D,5,8,29,85,B1,Regular,1466,R31,0
0.05,C,4,10,31,64,B2,Regular,286,R24,0
0.08,E,5,7,33,50,B1,Regular,3963,R91,0
1.0,C,5,11,52,52,B2,Diesel,101,R54,0
0.08,E,6,18,48,64,B2,Diesel,2906,R72,0
0.66,C,6,1,37,50,B1,Regular,210,R82,0
0.15,F,7,2,43,106,B1,Diesel,15725,R11,0
0.75,C,7,1,55,50,B12,Diesel,217,R52,0
0.63,B,4,12,50,50,B4,Diesel,94,R53,0
0.36,C,11,7,44,50,B12,Regular,209,R82,0
0.69,E,6,10,22,90,B12,Regular,3708,R26,0
0.37,C,6,12,24,80,B1,Regular,405,R24,0
1.0,C,6,6,34,50,B3,Regular,473,R82,0
0.75,C,4,3,37,50,B1,Regular,101,R24,0
0.29,C,10,0,42,55,B12,Regular,112,R93,0
0.42,E,5,1,54,50,B12,Diesel,4496,R11,0
0.74,A,7,6,50,62,B2,Diesel,12,R24,1
0.44,A,7,15,60,50,B1,Diesel,36,R23,0
0.58,E,6,5,37,50,B2,Diesel,3541,R52,0
0.3,A,6,9,36,50,B2,Diesel,11,R41,0
0.08,C,6,4,25,90,B1,Regular,269,R91,0
1.0,D,7,1,32,57,B6,Diesel,731,R82,0
0.47,E,4,2,77,50,B12,Regular,2288,R31,1
0.1,E,9,4,40,72,B12,Regular,3366,R11,1
0.1,B,4,0,25,100,B12,Regular,57,R11,0
0.07,D,7,7,32,95,B12,Regular,1704,R82,0
0.07,C,7,18,41,50,B1,Regular,192,R24,0
0.24,D,5,0,35,85,B12,Regular,796,R25,0
0.67,C,12,1,40,50,B1,Diesel,405,R24,0
0.24,A,5,9,32,68,B1,Diesel,44,R24,0
0.16,E,6,9,32,57,B3,Regular,3386,R53,0
0.75,D,6,11,45,50,B1,Diesel,875,R93,0
0.45,D,4,11,36,51,B4,Diesel,1704,R82,0
1.0,D,9,3,60,50,B12,Regular,606,R82,0
0.25,C,10,0,59,50,B12,Regular,461,R53,0
0.1,D,11,0,44,50,B12,Diesel,566,R93,0
0.12,C,11,3,51,50,B11,Diesel,298,R24,0
0.04,D,7,1,52,50,B12,Diesel,566,R93,0
0.06,D,10,0,51,50,B12,Regular,1510,R11,0
0.53,D,11,15,36,50,B3,Regular,1601,R41,0
0.6,E,4,2,27,100,B12,Regular,3021,R53,0
0.44,C,7,11,36,72,B2,Regular,458,R93,0
0.49,D,10,5,50,51,B2,Regular,1054,R24,0
1.0,D,7,10,81,50,B6,Regular,1002,R41,0
1.0,B,5,19,52,50,B1,Diesel,87,R72,0
0.33,C,10,4,50,50,B3,Diesel,437,R91,0
0.09,A,4,1,29,60,B12,Regular,46,R52,0
0.48,E,7,13,45,80,B2,Diesel,8455,R82,1
0.21,E,7,5,27,64,B12,Regular,4775,R11,0
1.0,C,6,15,46,50,B12,Regular,190,R72,0
0.13,E,8,3,37,50,B12,Diesel,3744,R93,0
0.49,A,7,9,28,50,B12,Regular,35,R72,0
0.66,B,6,12,42,50,B1,Diesel,74,R24,0
0.3,C,4,19,50,92,B1,Regular,269,R93,0
1.0,C,5,10,37,52,B2,Diesel,222,R24,0
1.0,D,5,4,22,80,B4,Diesel,634,R53,0
1.0,D,7,8,52,50,B10,Regular,1408,R52,0
0.39,C,6,7,42,68,B1,Diesel,399,R24,0
0.36,B,7,8,34,76,B2,Regular,61,R26,0
0.87,B,5,19,42,50,B1,Regular,71,R24,0
0.69,C,5,0,33,50,B1,Diesel,209,R82,0
0.41,C,7,6,35,50,B4,Regular,111,R53,0
0.49,E,4,13,62,54,B3,Regular,4775,R11,0
0.71,D,7,3,50,50,B12,Regular,1662,R11,0
0.16,E,7,10,21,100,B2,Regular,9307,R82,0
0.01,E,4,3,41,50,B12,Regular,4762,R93,0
1.0,D,7,5,54,50,B6,Regular,1250,R93,0
0.32,A,6,4,36,50,B12,Diesel,33,R74,0
0.74,C,5,7,30,76,B1,Regular,182,R24,0
0.56,E,5,0,50,50,B4,Regular,3688,R82,0
0.03,B,4,2,75,50,B12,Regular,93,R54,0
0.41,C,7,13,36,50,B1,Regular,182,R24,0
0.5,B,8,18,58,68,B3,Regular,78,R91,0
0.08,A,5,1,54,50,B5,Regular,45,R93,0
0.53,B,4,1,41,80,B12,Diesel,90,R22,0
0.96,E,8,1,62,50,B12,Diesel,6570,R11,0
0.33,A,6,8,64,50,B2,Diesel,28,R24,0
0.58,B,8,0,42,50,B12,Diesel,77,R91,0
0.53,F,10,0,31,100,B12,Regular,12750,R11,0
0.24,E,6,7,44,68,B2,Diesel,2257,R72,0
0.96,E,4,7,39,50,B1,Regular,3568,R11,0
0.8,D,6,6,49,68,B2,Diesel,1601,R41,1
0.45,C,7,1,28,90,B12,Diesel,133,R82,0
0.74,B,4,2,36,50,B12,Diesel,66,R41,0
0.44,E,7,6,52,50,B12,Regular,3075,R72,0
0.29,D,4,1,37,68,B12,Regular,1451,R11,0
0.41,E,8,1,47,50,B2,Diesel,4348,R72,0
0.15,C,10,11,69,57,B12,Diesel,192,R24,0
0.06,D,5,1,46,50,B1,Regular,1408,R52,0
0.05,C,4,1,57,68,B12,Regular,421,R93,0
0.98,B,7,9,53,50,B1,Regular,65,R53,0
0.4,A,7,3,28,95,B1,Regular,37,R25,1
1.0,D,5,13,80,50,B2,Regular,866,R82,1
0.7,D,8,1,44,56,B12,Diesel,610,R91,0
0.8,D,8,10,47,50,B1,Diesel,741,R24,0
1.0,C,6,13,68,50,B1,Regular,165,R53,0
0.008219178,F,11,1,40,50,B12,Diesel,27000,R11,0
0.03,D,7,0,52,50,B12,Diesel,527,R11,0
0.18,D,5,15,49,50,B5,Regular,983,R52,0
0.24,C,13,6,43,50,B10,Regular,369,R24,0
0.89,E,4,5,43,65,B2,Regular,3317,R93,0
0.6,D,9,15,40,50,B13,Regular,1165,R53,0
0.16,E,7,13,39,95,B1,Regular,6912,R11,0
0.04,D,8,6,24,100,B2,Regular,581,R82,0
1.0,D,5,8,46,50,B4,Diesel,1408,R52,0
0.62,C,8,3,39,50,B12,Diesel,132,R93,0
1.0,A,5,11,69,50,B1,Regular,14,R24,0
0.54,E,4,1,52,58,B12,Regular,3744,R93,0
0.04,D,6,17,25,90,B1,Regular,805,R82,0
1.0,A,10,9,59,50,B2,Diesel,17,R21,0
0.38,D,8,10,29,72,B12,Regular,725,R73,0
0.74,D,12,6,44,85,B12,Diesel,1313,R24,1
0.95,C,6,2,47,50,B12,Diesel,161,R93,0
0.87,B,7,1,38,50,B12,Diesel,52,R24,0
0.58,D,12,7,52,50,B10,Diesel,1237,R53,0
0.09,B,12,0,51,50,B12,Regular,64,R91,0
0.07,B,6,8,29,80,B2,Diesel,88,R91,0
0.35,F,6,1,30,80,B12,Regular,10477,R11,0
0.09,C,6,9,31,68,B1,Diesel,269,R93,0
0.08,E,6,11,35,54,B1,Diesel,7259,R31,0
1.0,C,4,17,25,85,B2,Regular,163,R82,0
1.0,A,7,13,50,50,B1,Regular,48,R25,1
0.28,D,7,1,52,50,B12,Diesel,1368,R11,0
0.44,D,7,17,61,50,B1,Regular,1313,R24,0
0.43,C,6,3,28,60,B2,Regular,461,R53,0
1.0,B,6,7,74,50,B2,Diesel,78,R53,0
0.03,A,5,8,40,52,B12,Diesel,29,R91,0
0.5,E,6,14,46,68,B2,Regular,4128,R52,0
0.54,B,6,17,25,85,B1,Regular,91,R24,0
0.04,B,4,0,36,51,B12,Diesel,81,R72,0
0.98,A,4,8,41,50,B2,Regular,30,R24,0
0.84,E,7,1,55,50,B12,Diesel,2415,R82,0
0.93,D,5,10,24,85,B4,Regular,1219,R25,0
1.0,A,7,11,65,50,B6,Diesel,23,R24,0
0.61,A,7,1,47,50,B12,Diesel,17,R41,0
0.15,B,6,5,48,50,B6,Regular,90,R73,0
0.63,D,4,7,45,50,B2,Diesel,1895,R43,0
0.33,D,5,8,47,50,B5,Diesel,681,R82,0
1.0,A,8,19,44,50,B1,Regular,38,R24,0
1.0,A,5,7,25,95,B2,Diesel,42,R53,0
0.25,E,6,16,30,57,B3,Diesel,3866,R24,0
0.42,D,6,9,33,85,B12,Diesel,1445,R72,0
0.38,B,5,7,40,50,B12,Diesel,51,R11,0
1.0,E,7,10,78,50,B1,Regular,8455,R82,0
1.0,D,9,11,50,50,B10,Diesel,1064,R24,1
0.83,C,6,2,38,57,B3,Regular,279,R91,0
0.81,E,6,8,43,50,B1,Diesel,4128,R52,0
0.04,B,7,1,35,50,B12,Diesel,75,R72,0
1.0,D,6,12,83,50,B1,Regular,1284,R25,0
1.0,D,9,17,67,50,B2,Diesel,745,R82,0
0.07,E,6,18,44,50,B2,Regular,8346,R11,0
0.18,A,4,8,32,57,B2,Regular,30,R24,0
0.08,D,5,14,29,80,B2,Diesel,875,R93,0
1.0,D,8,8,54,52,B10,Diesel,1068,R25,0
0.64,D,7,17,45,50,B5,Diesel,528,R24,0
0.1,A,5,7,21,106,B3,Diesel,30,R24,0
0.06,E,8,1,47,50,B12,Diesel,3301,R73,0
0.73,C,4,3,48,50,B12,Regular,137,R52,0
0.09,C,5,2,61,95,B2,Diesel,413,R72,0
1.0,B,7,7,76,50,B2,Regular,54,R82,0
0.17,A,14,6,56,76,B5,Regular,9,R24,0
