Exposure,VehValue,VehAge,VehBody,Gender,DrivAge,ClaimOcc
0.5776865161,4.66,youngest cars,Station wagon,Male,old people,0
0.3504449008,1.86,young cars,Hatchback,Female,working people,0
0.5886379192,1.32,old cars,Panel van,Male,old people,0
0.3148528405,2.86,young cars,Sedan,Male,old people,0
0.0328542094,1.59,young cars,Hatchback,Male,oldest people,0
0.7173169062,1.83,youngest cars,Hatchback,Female,older work. people,0
0.9828884326,0.83,oldest cars,Sedan,Female,young people,0
0.977412731,0.6,oldest cars,Hatchback,Female,young people,0
0.2819986311,2.01,young cars,Station wagon,Male,older work. people,0
0.9993155373,1.42,young cars,Hatchback,Female,older work. people,0
0.2491444216,1.71,oldest cars,Motorized caravan,Male,oldest people,0
0.7173169062,0.44,oldest cars,Hatchback,Female,young people,1
0.7173169062,0.79,old cars,Sedan,Female,young people,0
0.6406570842,5.02,young cars,Coupe,Female,older work. people,0
0.9664613279,4.07,youngest cars,Panel van,Male,older work. people,0
0.6954140999,1.47,oldest cars,Utility,Female,older work. people,0
0.5995893224,1.85,old cars,Station wagon,Female,working people,0
0.1998631075,1.52,young cars,Hatchback,Male,working people,0
0.219028063,0.34,oldest cars,Sedan,Female,older work. people,0
0.6242299795,1.57,young cars,Sedan,Female,youngest people,1
0.9828884326,3.11,old cars,Station wagon,Female,working people,0
0.9664613279,0.5,oldest cars,Hatchback,Female,oldest people,0
0.9993155373,0.77,oldest cars,Minibus,Male,young people,0
0.9664613279,1.17,oldest cars,Coupe,Male,working people,1
0.5886379192,2.92,old cars,Station wagon,Female,working people,0
0.9828884326,0.41,oldest cars,Sedan,Female,working people,0
0.3778234086,1.27,old cars,Sedan,Male,working people,0
0.9828884326,1.93,young cars,Sedan,Female,working people,0
0.0821355236,5.699,youngest cars,Station wagon,Male,older work. people,0
0.9609856263,1.59,young cars,Panel van,Male,older work. people,0
0.9828884326,2.89,old cars,Station wagon,Male,young people,1
0.3778234086,1.21,old cars,Sedan,Female,young people,0
0.8925393566,1.64,young cars,Hatchback,Male,older work. people,0
0.0958247775,1.43,old cars,Hatchback,Female,youngest people,0
0.9993155373,3.04,old cars,Truck,Female,older work. people,0
0.1971252567,1.58,old cars,Sedan,Male,young people,1
0.7091033539,1.32,young cars,Hatchback,Female,youngest people,0
0.5995893224,0.7,oldest cars,Utility,Male,young people,0
0.9746748802,0.5,oldest cars,Hatchback,Male,older work. people,1
0.1122518823,3.52,old cars,Station wagon,Male,working people,0
0.6570841889,3.3,young cars,Utility,Male,older work. people,0
0.8925393566,1.45,young cars,Sedan,Female,youngest people,0
0.3422313484,1.2,oldest cars,Station wagon,Female,working people,0
0.3778234086,1.31,young cars,Sedan,Male,older work. people,0
0.9664613279,1.85,youngest cars,Sedan,Male,old people,0
0.0958247775,2.15,youngest cars,Sedan,Female,older work. people,0
0.9993155373,5.03,youngest cars,Station wagon,Male,old people,0
0.1697467488,2.82,young cars,Station wagon,Male,young people,0
0.7912388775,1.28,old cars,Sedan,Female,oldest people,0
0.7912388775,0.84,oldest cars,Hatchback,Female,young people,0
0.0328542094,1.77,young cars,Sedan,Female,youngest people,0
0.8925393566,0.28,oldest cars,Hatchback,Female,working people,1
0.9828884326,1.67,oldest cars,Station wagon,Female,older work. people,0
0.6214921287,1.52,oldest cars,Station wagon,Male,working people,0
0.7173169062,1.84,oldest cars,Minibus,Female,young people,0
0.5995893224,2.47,old cars,Utility,Male,older work. people,0
0.1916495551,3.65,young cars,Station wagon,Male,youngest people,0
0.9664613279,1.85,youngest cars,Sedan,Female,young people,0
0.2600958248,2.06,old cars,Station wagon,Female,young people,0
0.1971252567,1.399,youngest cars,Hatchback,Female,old people,0
0.977412731,2.4,young cars,Sedan,Female,old people,0
0.8898015058,1.01,old cars,Sedan,Male,working people,0
0.2600958248,0.91,oldest cars,Hardtop,Female,young people,0
0.9828884326,0.36,oldest cars,Sedan,Female,older work. people,0
0.9664613279,2.46,youngest cars,Sedan,Female,older work. people,0
0.2819986311,1.76,young cars,Hatchback,Female,youngest people,0
0.9828884326,3.61,young cars,Utility,Male,old people,0
0.0191649555,0.88,oldest cars,Panel van,Male,older work. people,0
0.0328542094,2.31,young cars,Sedan,Female,young people,0
0.5886379192,1.96,youngest cars,Sedan,Female,youngest people,0
0.2600958248,0.97,old cars,Sedan,Female,old people,0
0.3997262149,1.89,young cars,Utility,Female,youngest people,0
0.5722108145,0.53,oldest cars,Hatchback,Female,youngest people,0
0.0328542094,0.47,oldest cars,Sedan,Female,working people,0
0.8925393566,3.249,youngest cars,Station wagon,Female,working people,0
0.4052019165,0.54,oldest cars,Hatchback,Female,older work. people,0
0.2600958248,1.01,old cars,Sedan,Female,older work. people,0
0.8542094456,1.76,young cars,Hatchback,Female,young people,0
0.8021902806,1.38,oldest cars,Utility,Male,working people,0
0.7255304586,1.1,young cars,Hatchback,Female,youngest people,0
0.8021902806,1.35,old cars,Sedan,Male,oldest people,0
0.5886379192,2.67,young cars,Hardtop,Male,young people,1
0.7255304586,5.91,youngest cars,Sedan,Female,youngest people,0
0.2600958248,1.63,youngest cars,Sedan,Female,oldest people,0
0.5886379192,2.54,youngest cars,Sedan,Female,older work. people,0
0.7994524298,1.94,old cars,Utility,Female,working people,0
0.6214921287,3.63,young cars,Utility,Female,young people,0
0.2737850787,1.36,youngest cars,Hatchback,Male,young people,0
0.6023271732,3.39,youngest cars,Utility,Male,old people,0
0.2600958248,1.5,youngest cars,Hatchback,Male,older work. people,0
0.9555099247,1.68,young cars,Sedan,Male,old people,1
0.8761122519,1.37,youngest cars,Hatchback,Female,older work. people,0
0.9609856263,1.92,old cars,Utility,Female,working people,0
0.3750855578,1.15,young cars,Hatchback,Male,older work. people,0
0.3778234086,2.66,youngest cars,Sedan,Female,old people,0
0.6570841889,1.17,oldest cars,Station wagon,Female,older work. people,0
0.8925393566,1.6,old cars,Sedan,Female,older work. people,0
0.6570841889,1.3,youngest cars,Hatchback,Female,young people,0
0.6543463381,1.99,youngest cars,Hatchback,Female,older work. people,0
0.8049281314,0.73,oldest cars,Sedan,Male,old people,0
0.2683093771,1.02,old cars,Hatchback,Female,older work. people,0
0.9664613279,0.91,oldest cars,Sedan,Female,working people,0
0.6570841889,1.73,young cars,Hatchback,Female,old people,0
0.038329911,1.4,oldest cars,Station wagon,Male,young people,0
0.3422313484,2.03,youngest cars,Sedan,Male,working people,0
0.3258042437,1.85,old cars,Truck,Male,young people,0
0.5859000684,2.57,young cars,Utility,Female,older work. people,0
0.9664613279,1.98,old cars,Utility,Male,youngest people,0
0.5037645448,2.04,old cars,Minibus,Male,old people,0
0.6023271732,1.5,young cars,Hatchback,Female,older work. people,0
0.8925393566,3.15,youngest cars,Sedan,Female,working people,0
0.5886379192,2.36,young cars,Station wagon,Female,youngest people,0
0.2436687201,1.64,old cars,Truck,Female,young people,0
0.5886379192,0.86,old cars,Sedan,Female,working people,0
0.5886379192,1.43,oldest cars,Coupe,Male,young people,0
0.3778234086,0.8,oldest cars,Utility,Male,older work. people,0
0.1451060917,2.71,old cars,Station wagon,Female,young people,0
0.5886379192,1.5643,youngest cars,Hatchback,Female,working people,0
0.3422313484,1.99,young cars,Hatchback,Female,young people,0
0.5886379192,0.79,old cars,Hatchback,Female,youngest people,0
0.6570841889,0.65,oldest cars,Sedan,Female,working people,0
0.9637234771,1.37,youngest cars,Hatchback,Female,older work. people,0
0.3148528405,2.08,oldest cars,Sedan,Male,older work. people,0
0.0328542094,1.56,old cars,Sedan,Male,working people,0
0.9993155373,0.48,oldest cars,Minibus,Female,older work. people,1
0.2600958248,1.03,old cars,Sedan,Male,older work. people,0
0.9664613279,2.11,youngest cars,Truck,Male,old people,0
0.5886379192,1.7643,youngest cars,Hatchback,Female,working people,0
0.9664613279,4.41,young cars,Station wagon,Male,working people,0
0.9664613279,0.72,oldest cars,Station wagon,Female,working people,0
0.9664613279,2.66,young cars,Station wagon,Female,young people,0
0.8925393566,0.88,old cars,Sedan,Male,working people,0
0.6570841889,1.17,young cars,Hatchback,Male,old people,1
0.4544832307,0.5,oldest cars,Hatchback,Female,older work. people,0
0.6570841889,1.22,oldest cars,Minibus,Female,older work. people,0
0.2600958248,2.86,youngest cars,Station wagon,Female,young people,0
0.0410677618,0.35,oldest cars,Sedan,Male,young people,0
0.8925393566,2.23,old cars,Station wagon,Male,youngest people,0
0.0054757016,2.6,young cars,Station wagon,Female,working people,0
0.5886379192,0.92,oldest cars,Station wagon,Female,working people,1
0.6570841889,1.82,young cars,Hatchback,Female,older work. people,1
0.6570841889,0.71,oldest cars,Sedan,Male,young people,0
0.257357974,2.46,youngest cars,Sedan,Female,older work. people,0
0.8925393566,1.52,young cars,Sedan,Female,oldest people,0
0.2737850787,1.65,young cars,Sedan,Male,young people,0
0.038329911,0.69,oldest cars,Hatchback,Female,youngest people,0
0.6214921287,3.22,youngest cars,Station wagon,Male,working people,0
0.9664613279,1.5,oldest cars,Station wagon,Female,working people,0
0.6570841889,1.01,oldest cars,Sedan,Female,older work. people,0
0.5639972621,2.03,oldest cars,Hardtop,Male,working people,0
0.2600958248,6.71,youngest cars,Convertible,Female,older work. people,0
0.5886379192,0.76,oldest cars,Sedan,Male,older work. people,0
0.2600958248,0.77,oldest cars,Sedan,Male,young people,0
0.5886379192,0.27,oldest cars,Hatchback,Male,youngest people,0
0.6570841889,0.7,oldest cars,Station wagon,Female,young people,1
0.6570841889,0.92,old cars,Sedan,Male,old people,0
0.3778234086,1.21,old cars,Sedan,Female,young people,0
0.2737850787,1.16,old cars,Sedan,Female,old people,0
0.6570841889,0.42,oldest cars,Hatchback,Female,young people,0
0.7255304586,1.99,youngest cars,Sedan,Female,old people,0
0.7967145791,2.77,old cars,Station wagon,Male,young people,0
0.9801505818,1.37,oldest cars,Station wagon,Female,older work. people,0
0.0191649555,1.47,young cars,Hatchback,Female,young people,0
0.3942505133,0.44,oldest cars,Station wagon,Female,working people,0
0.7255304586,1.77,oldest cars,Station wagon,Female,youngest people,0
0.5886379192,2.75,young cars,Station wagon,Female,youngest people,1
0.038329911,2.33,young cars,Sedan,Female,older work. people,0
0.3778234086,0.83,oldest cars,Hatchback,Female,youngest people,0
0.5859000684,1.6835,youngest cars,Hatchback,Male,youngest people,0
0.9801505818,1.03,oldest cars,Station wagon,Male,working people,0
0.3750855578,2.68,old cars,Truck,Male,working people,0
0.0328542094,1.58,young cars,Hatchback,Female,working people,0
0.2737850787,1.66,old cars,Sedan,Female,old people,0
0.925393566,2.44,youngest cars,Sedan,Female,old people,0
0.3969883641,0.79,old cars,Hatchback,Female,working people,0
0.9637234771,4.5,youngest cars,Station wagon,Female,working people,0
0.9664613279,5.03,youngest cars,Station wagon,Male,youngest people,0
0.9664613279,1.95,oldest cars,Station wagon,Female,working people,0
0.2600958248,2.97,young cars,Station wagon,Male,oldest people,0
0.2737850787,1.77,young cars,Hatchback,Female,youngest people,0
0.2245037645,0.54,oldest cars,Sedan,Female,older work. people,0
0.0657084189,1.07,old cars,Sedan,Male,young people,0
0.4407939767,0.3,oldest cars,Hatchback,Male,young people,0
0.2600958248,0.29,oldest cars,Sedan,Female,old people,0
0.8350444901,0.77,old cars,Hatchback,Male,young people,0
0.7255304586,2.06,young cars,Panel van,Male,old people,0
0.1423682409,1.22,oldest cars,Utility,Male,working people,0
0.3778234086,2.82,old cars,Station wagon,Male,youngest people,0
0.0328542094,1.12,old cars,Hatchback,Male,young people,0
0.7255304586,0.6,oldest cars,Sedan,Female,working people,0
0.0191649555,1.58,old cars,Station wagon,Male,working people,0
0.9664613279,0.39,oldest cars,Station wagon,Female,young people,0
0.9664613279,0.56,oldest cars,Hatchback,Female,youngest people,0
0.9500342231,1.24,oldest cars,Utility,Male,old people,0
0.1889117043,0.5,oldest cars,Utility,Male,young people,1
0.9664613279,1.28,oldest cars,Station wagon,Female,older work. people,0
0.8925393566,2.92,youngest cars,Station wagon,Female,young people,0
0.8459958932,0.78,oldest cars,Hatchback,Female,older work. people,0
0.7994524298,0.48,oldest cars,Hatchback,Male,working people,0
0.7255304586,7.01,old cars,Convertible,Female,working people,0
0.9801505818,1.72,young cars,Sedan,Male,working people,0
0.9637234771,0.31,oldest cars,Hatchback,Female,young people,0
0.3778234086,1.54,young cars,Sedan,Female,working people,0
0.6379192334,3.04,old cars,Station wagon,Male,young people,0
0.3778234086,2.92,old cars,Sedan,Male,old people,0
0.2600958248,1.67,old cars,Hardtop,Female,youngest people,0
0.8925393566,1.42,old cars,Hatchback,Male,older work. people,0
0.5886379192,3.02,old cars,Station wagon,Male,working people,0
0.7255304586,0.89,oldest cars,Sedan,Male,young people,1
0.2600958248,2.01,youngest cars,Sedan,Male,working people,0
0.8240930869,1.84,youngest cars,Hatchback,Female,old people,0
0.8898015058,1.18,young cars,Hatchback,Male,youngest people,0
0.8925393566,2.41,youngest cars,Hatchback,Female,oldest people,0
0.2737850787,1.12,young cars,Hatchback,Female,youngest people,0
0.2600958248,0.6,oldest cars,Sedan,Female,working people,0
0.8925393566,2.598,youngest cars,Hatchback,Male,young people,0
0.8925393566,0.93,old cars,Hatchback,Female,working people,0
0.2518822724,2.46,youngest cars,Sedan,Female,young people,0
0.2135523614,1.09,oldest cars,Station wagon,Female,working people,0
0.8898015058,0.7,oldest cars,Station wagon,Male,young people,0
0.9801505818,2.17,old cars,Utility,Male,youngest people,0
0.2600958248,1.34,old cars,Coupe,Female,working people,0
0.2600958248,2.97,young cars,Station wagon,Male,working people,0
0.0328542094,2.15,oldest cars,Station wagon,Female,working people,0
0.3969883641,1.41,old cars,Utility,Male,working people,0
0.8678986995,3.56,old cars,Station wagon,Female,young people,1
0.9664613279,1.86,young cars,Sedan,Female,working people,0
0.2600958248,2.27,youngest cars,Sedan,Female,old people,0
0.8843258042,1.22,old cars,Hatchback,Female,old people,0
0.2600958248,1.18,oldest cars,Station wagon,Female,working people,0
0.3312799452,2.28,young cars,Sedan,Male,old people,0
0.6680355921,1.56,young cars,Sedan,Male,oldest people,0
0.6680355921,2.11,old cars,Sedan,Female,oldest people,0
0.6680355921,0.28,oldest cars,Hatchback,Male,older work. people,0
0.6680355921,1.92,young cars,Hatchback,Male,old people,0
0.1478439425,1.86,young cars,Hatchback,Male,oldest people,0
0.6680355921,1.39,old cars,Sedan,Female,older work. people,1
0.6680355921,1.51,young cars,Sedan,Male,oldest people,0
0.6680355921,1.84,young cars,Sedan,Male,oldest people,0
0.6680355921,2.22,youngest cars,Hatchback,Female,old people,1
0.6680355921,1.27,old cars,Sedan,Male,oldest people,0
0.6680355921,0.31,oldest cars,Sedan,Female,working people,0
0.6680355921,1.93,oldest cars,Station wagon,Male,old people,0
0.2737850787,0.55,oldest cars,Sedan,Male,older work. people,0
0.8925393566,0.76,oldest cars,Station wagon,Male,older work. people,1
0.6680355921,0.38,oldest cars,Sedan,Male,oldest people,0
0.6680355921,0.84,old cars,Hatchback,Female,old people,0
0.6680355921,1.39,old cars,Sedan,Female,oldest people,0
0.3011635866,2.55,youngest cars,Sedan,Male,working people,0
0.6680355921,1.75,young cars,Sedan,Female,oldest people,0
0.6680355921,1.16,oldest cars,Station wagon,Female,working people,0
0.2600958248,1.41,young cars,Sedan,Female,young people,0
0.6680355921,0.54,oldest cars,Hatchback,Female,oldest people,0
0.3312799452,2.67,young cars,Sedan,Female,young people,0
0.6680355921,0.51,oldest cars,Sedan,Female,older work. people,0
0.6680355921,1.63,young cars,Hatchback,Male,older work. people,0
0.6680355921,0.73,oldest cars,Sedan,Female,oldest people,0
0.5393566051,0.43,oldest cars,Hatchback,Male,old people,0
0.6680355921,0.92,old cars,Hatchback,Male,older work. people,0
0.6680355921,3.55,young cars,Station wagon,Female,young people,0
0.6680355921,1.02,oldest cars,Station wagon,Male,older work. people,0
0.4791238877,4.37,young cars,Station wagon,Female,working people,0
0.3312799452,0.71,oldest cars,Hatchback,Female,older work. people,0
0.6680355921,1.74,young cars,Hatchback,Female,old people,0
0.2600958248,1.68,youngest cars,Hatchback,Male,young people,0
0.9993155373,1.44,old cars,Panel van,Male,working people,1
0.6680355921,1.51,old cars,Utility,Male,old people,0
0.6926762491,2.19,oldest cars,Station wagon,Female,older work. people,0
0.3312799452,0.86,oldest cars,Hatchback,Male,older work. people,0
0.6680355921,0.95,oldest cars,Sedan,Female,older work. people,0
0.6680355921,0.59,oldest cars,Hatchback,Female,old people,0
0.5859000684,2.96,old cars,Hardtop,Male,youngest people,0
0.9993155373,3.04,old cars,Truck,Male,youngest people,0
0.2546201232,2.44,young cars,Sedan,Male,youngest people,0
0.6680355921,1.91,oldest cars,Hardtop,Male,old people,0
0.0328542094,3.05,youngest cars,Hardtop,Male,old people,0
0.6680355921,3.01,youngest cars,Station wagon,Male,young people,0
0.1587953457,1.83,youngest cars,Hatchback,Female,youngest people,0
0.219028063,1.99,youngest cars,Hatchback,Female,older work. people,0
0.6680355921,1.59,old cars,Sedan,Male,youngest people,0
0.6680355921,0.98,old cars,Sedan,Male,youngest people,0
0.6680355921,1.57,young cars,Sedan,Female,young people,0
0.6680355921,2.87,old cars,Station wagon,Male,working people,0
0.5065023956,1.23,old cars,Sedan,Female,old people,0
0.6680355921,1.18,oldest cars,Truck,Female,working people,0
0.2600958248,2.27,old cars,Utility,Male,old people,0
0.3312799452,1.28,oldest cars,Utility,Male,youngest people,0
0.8925393566,2.54,old cars,Station wagon,Male,old people,1
0.6680355921,0.66,oldest cars,Coupe,Male,older work. people,0
0.2600958248,1.01,old cars,Hatchback,Male,young people,0
0.6680355921,0.87,old cars,Hatchback,Female,working people,0
0.2245037645,0.29,oldest cars,Hatchback,Female,old people,0
0.6680355921,0.66,oldest cars,Hatchback,Female,older work. people,0
0.3312799452,0.59,oldest cars,Truck,Male,old people,0
0.0328542094,2.02,oldest cars,Station wagon,Male,working people,0
0.3312799452,1.12,old cars,Hatchback,Male,older work. people,0
0.386036961,1.26,old cars,Sedan,Female,working people,0
0.2737850787,3.24,young cars,Utility,Male,young people,0
0.3449691992,4.89,young cars,Station wagon,Male,old people,0
0.6680355921,0.44,oldest cars,Sedan,Female,working people,0
0.9664613279,3.38,young cars,Utility,Male,youngest people,1
0.605065024,5.236,youngest cars,Station wagon,Male,working people,0
0.9664613279,3.07,old cars,Station wagon,Female,young people,0
0.9664613279,2.46,youngest cars,Sedan,Female,working people,0
0.9637234771,1.45,old cars,Utility,Male,youngest people,0
0.2600958248,1.83,youngest cars,Hatchback,Female,working people,0
0.0273785079,2.49,oldest cars,Station wagon,Male,youngest people,0
0.3778234086,0.42,oldest cars,Sedan,Male,older work. people,1
0.2737850787,1.41,youngest cars,Hatchback,Male,oldest people,0
0.3887748118,2.23,youngest cars,Hatchback,Male,young people,0
0.9993155373,1.549,youngest cars,Hatchback,Female,old people,1
0.8925393566,0.93,old cars,Hatchback,Female,young people,0
0.7255304586,1.03,old cars,Truck,Male,working people,0
0.2710472279,0.82,oldest cars,Hatchback,Female,youngest people,0
0.9664613279,0.95,old cars,Hatchback,Female,young people,0
0.5859000684,3.05,old cars,Station wagon,Female,working people,1
0.2737850787,1.64,old cars,Utility,Male,young people,0
0.0328542094,1.99,young cars,Hatchback,Female,working people,0
0.257357974,2.12,youngest cars,Station wagon,Female,older work. people,0
0.2600958248,3.15,young cars,Utility,Female,youngest people,0
0.2737850787,0.68,old cars,Hatchback,Female,older work. people,0
0.7255304586,3.71,old cars,Station wagon,Male,working people,0
0.9609856263,1.76,young cars,Hatchback,Female,youngest people,0
0.6543463381,2.68,youngest cars,Panel van,Male,working people,0
0.4106776181,1.23,oldest cars,Hardtop,Male,youngest people,0
0.6269678302,2.37,old cars,Minibus,Female,working people,0
0.2683093771,2.01,youngest cars,Hatchback,Male,old people,0
0.090349076,1.65,youngest cars,Hatchback,Female,young people,0
0.2737850787,2.37,young cars,Sedan,Male,older work. people,0
0.5859000684,2.105,youngest cars,Utility,Male,working people,0
0.3997262149,2.46,old cars,Station wagon,Male,young people,0
0.6242299795,2.53,young cars,Station wagon,Male,older work. people,0
0.0191649555,3.08,oldest cars,Coupe,Female,young people,0
0.9801505818,1.31,old cars,Sedan,Female,older work. people,0
0.1505817933,3.8,young cars,Station wagon,Male,young people,0
0.1752224504,1.6143,youngest cars,Hatchback,Female,older work. people,0
0.3750855578,1.21,old cars,Sedan,Female,young people,0
0.3148528405,3.13,old cars,Truck,Male,youngest people,0
0.2655715263,2.29,youngest cars,Sedan,Male,older work. people,0
0.1615331964,1.41,youngest cars,Hatchback,Male,older work. people,0
0.6543463381,0.44,oldest cars,Hatchback,Male,young people,0
0.2546201232,2.44,old cars,Truck,Male,youngest people,0
0.9637234771,0.93,oldest cars,Sedan,Male,youngest people,0
0.2683093771,1.6,young cars,Hatchback,Male,oldest people,1
0.9637234771,2.69,young cars,Utility,Male,young people,0
0.8898015058,1.7,old cars,Truck,Female,young people,0
0.9637234771,0.53,oldest cars,Sedan,Male,older work. people,0
0.7282683094,1.4,old cars,Sedan,Female,young people,0
0.3750855578,3.2,young cars,Utility,Male,working people,0
0.2710472279,2.74,youngest cars,Station wagon,Female,older work. people,0
0.9801505818,1.87,young cars,Hatchback,Female,old people,0
0.9801505818,2.23,old cars,Station wagon,Female,working people,0
0.2546201232,1.43,youngest cars,Hatchback,Male,older work. people,0
0.9637234771,0.53,oldest cars,Hatchback,Male,working people,0
0.9637234771,4.5,youngest cars,Station wagon,Female,young people,0
0.0355920602,1.21,old cars,Sedan,Female,old people,0
0.9609856263,2.42,old cars,Hardtop,Male,older work. people,0
0.9664613279,4.5,youngest cars,Station wagon,Female,young people,1
0.8898015058,0.84,old cars,Sedan,Female,older work. people,0
0.8898015058,1.59,youngest cars,Hatchback,Male,young people,0
0.7255304586,2.01,old cars,Truck,Female,working people,0
0.9555099247,1.41,old cars,Sedan,Male,oldest people,0
0.9555099247,1.81,young cars,Sedan,Male,old people,0
0.9555099247,2.39,youngest cars,Hatchback,Male,old people,0
0.7994524298,0.87,old cars,Utility,Male,older work. people,0
0.9555099247,0.89,old cars,Hatchback,Female,old people,0
0.9555099247,2.7,youngest cars,Sedan,Male,oldest people,0
0.0438056126,0.66,oldest cars,Sedan,Female,oldest people,0
0.0438056126,1.04,oldest cars,Sedan,Female,old people,0
0.9555099247,1.86,young cars,Sedan,Female,old people,0
0.9555099247,0.51,oldest cars,Sedan,Male,older work. people,0
0.0438056126,4.25,young cars,Station wagon,Male,old people,0
0.9993155373,2.099,youngest cars,Sedan,Female,older work. people,0
0.9555099247,1.88,young cars,Hatchback,Female,oldest people,0
0.9555099247,0.5,oldest cars,Hatchback,Female,oldest people,0
0.7282683094,1.01,oldest cars,Sedan,Female,older work. people,0
0.9555099247,0.53,oldest cars,Hatchback,Female,old people,0
0.9555099247,1.66,young cars,Sedan,Male,old people,0
0.9555099247,2.46,young cars,Utility,Male,oldest people,0
0.9555099247,0.62,oldest cars,Truck,Male,oldest people,0
0.9555099247,1.85,youngest cars,Hatchback,Male,oldest people,0
0.9555099247,4.59,young cars,Station wagon,Female,working people,0
0.0438056126,0.83,old cars,Hatchback,Female,oldest people,0
0.9555099247,1.16,old cars,Sedan,Male,oldest people,0
0.9555099247,0.82,old cars,Hatchback,Female,old people,0
0.9993155373,0.71,oldest cars,Sedan,Female,working people,0
0.9555099247,0.92,oldest cars,Sedan,Female,working people,0
0.0438056126,0.82,oldest cars,Sedan,Female,working people,0
0.9555099247,0.42,oldest cars,Utility,Male,youngest people,0
0.9555099247,0.73,old cars,Hatchback,Male,old people,0
0.9555099247,2.12,oldest cars,Station wagon,Male,young people,1
0.9555099247,0.72,oldest cars,Sedan,Male,oldest people,0
0.0711841205,4.11,young cars,Station wagon,Male,older work. people,0
0.9555099247,0.92,oldest cars,Utility,Male,oldest people,1
0.6242299795,3.249,youngest cars,Station wagon,Female,older work. people,0
0.9555099247,0.6,oldest cars,Station wagon,Female,oldest people,0
0.2518822724,2.11,oldest cars,Hardtop,Male,old people,0
0.9555099247,0.85,oldest cars,Sedan,Female,working people,0
0.6598220397,2.59,young cars,Sedan,Male,old people,0
0.9555099247,1.22,old cars,Sedan,Male,older work. people,0
0.5448323066,2.53,youngest cars,Sedan,Female,older work. people,0
0.9555099247,1.18,old cars,Sedan,Male,older work. people,0
0.9555099247,2.7,youngest cars,Sedan,Male,working people,0
0.9555099247,1.87,young cars,Sedan,Female,older work. people,0
0.9555099247,1.03,oldest cars,Utility,Male,oldest people,0
0.9555099247,0.86,oldest cars,Hatchback,Male,oldest people,0
0.3613963039,1.55,old cars,Sedan,Male,working people,0
0.0438056126,1.56,youngest cars,Sedan,Female,old people,0
0.9555099247,1.19,oldest cars,Station wagon,Female,older work. people,0
0.9555099247,1.02,old cars,Truck,Male,young people,0
0.9555099247,2.79,youngest cars,Station wagon,Female,working people,0
0.0438056126,1.59,old cars,Sedan,Male,working people,0
0.9555099247,0.6,oldest cars,Hatchback,Male,young people,0
0.5448323066,1.52,youngest cars,Hatchback,Female,youngest people,1
0.0027378508,1.14,oldest cars,Sedan,Female,old people,0
0.9555099247,0.64,oldest cars,Panel van,Male,working people,0
0.37234770699999997,1.76,young cars,Hatchback,Female,oldest people,0
0.8295687885,0.42,oldest cars,Station wagon,Female,working people,1
0.9801505818,1.16,old cars,Sedan,Female,young people,0
0.9555099247,4.73,young cars,Station wagon,Female,old people,0
0.0438056126,2.37,young cars,Station wagon,Female,working people,0
0.0438056126,0.66,oldest cars,Hatchback,Male,older work. people,0
0.0438056126,0.74,oldest cars,Sedan,Female,young people,0
0.9555099247,3.61,old cars,Coupe,Male,older work. people,0
0.9555099247,0.83,oldest cars,Station wagon,Male,older work. people,0
0.0438056126,0.44,oldest cars,Hatchback,Female,old people,0
0.9555099247,2.34,old cars,Truck,Male,older work. people,0
0.9555099247,1.71,young cars,Utility,Male,old people,0
0.6023271732,0.86,oldest cars,Hatchback,Female,working people,0
0.2546201232,5.553,youngest cars,Station wagon,Female,young people,0
0.2737850787,3.44,youngest cars,Station wagon,Female,young people,0
0.9637234771,2.01,youngest cars,Hatchback,Male,older work. people,0
0.9801505818,1.87,young cars,Hatchback,Female,oldest people,0
0.0191649555,3.18,old cars,Station wagon,Female,working people,0
0.9637234771,1.88,young cars,Hatchback,Female,working people,0
0.9801505818,2.06,young cars,Sedan,Female,older work. people,1
0.0438056126,2.89,young cars,Station wagon,Female,working people,0
0.9801505818,0.39,oldest cars,Hatchback,Female,older work. people,0
0.0821355236,3.45,youngest cars,Sedan,Female,older work. people,0
0.7282683094,2.349,youngest cars,Sedan,Male,working people,1
0.2874743326,1.06,oldest cars,Hardtop,Male,working people,0
0.0191649555,1.89,young cars,Sedan,Female,older work. people,0
0.9993155373,1.31,old cars,Sedan,Female,working people,0
0.1998631075,1.44,oldest cars,Utility,Male,young people,1
0.6735112936,1.39,oldest cars,Hardtop,Male,working people,0
0.2710472279,0.89,old cars,Hatchback,Female,old people,0
0.7118412046,0.87,old cars,Hatchback,Male,older work. people,0
0.7282683094,1.87,young cars,Sedan,Female,old people,0
0.9993155373,1.22,old cars,Hatchback,Female,working people,0
0.3449691992,1.22,oldest cars,Station wagon,Male,working people,0
0.4161533196,1.85,youngest cars,Hatchback,Female,older work. people,0
0.7994524298,0.8,old cars,Hatchback,Female,old people,0
0.1916495551,1.66,young cars,Sedan,Female,older work. people,0
0.7118412046,3.19,old cars,Station wagon,Male,youngest people,0
0.2710472279,1.12,young cars,Hatchback,Male,working people,0
0.3449691992,0.89,old cars,Hatchback,Female,working people,0
0.9746748802,0.69,oldest cars,Hatchback,Female,young people,0
0.6023271732,1.81,young cars,Sedan,Female,working people,1
0.6543463381,1.75,young cars,Sedan,Female,working people,0
0.9801505818,1.7,oldest cars,Station wagon,Male,working people,0
0.3586584531,1.53,oldest cars,Station wagon,Female,young people,0
